timestamp,P_pu
2024-06-21 00:00:00+02:00,0.0
2024-06-21 00:15:00+02:00,0.0
2024-06-21 00:30:00+02:00,0.0
2024-06-21 00:45:00+02:00,0.0
2024-06-21 01:00:00+02:00,0.0
2024-06-21 01:15:00+02:00,0.0
2024-06-21 01:30:00+02:00,0.0
2024-06-21 01:45:00+02:00,0.0
2024-06-21 02:00:00+02:00,0.0
2024-06-21 02:15:00+02:00,0.0
2024-06-21 02:30:00+02:00,0.0
2024-06-21 02:45:00+02:00,0.0
2024-06-21 03:00:00+02:00,0.0
2024-06-21 03:15:00+02:00,0.0
2024-06-21 03:30:00+02:00,0.0
2024-06-21 03:45:00+02:00,0.0
2024-06-21 04:00:00+02:00,1.1036080158310161e-05
2024-06-21 04:15:00+02:00,0.0006373749325922612
2024-06-21 04:30:00+02:00,0.002361488232594615
2024-06-21 04:45:00+02:00,0.005611839777326923
2024-06-21 05:00:00+02:00,0.027039986161267713
2024-06-21 05:15:00+02:00,0.03379599474412135
2024-06-21 05:30:00+02:00,0.056631979699292644
2024-06-21 05:45:00+02:00,0.0446125622066523
2024-06-21 06:00:00+02:00,0.08608141173224104
2024-06-21 06:15:00+02:00,0.13423234880905796
2024-06-21 06:30:00+02:00,0.10381628578014668
2024-06-21 06:45:00+02:00,0.20975642950390014
2024-06-21 07:00:00+02:00,0.17988198816902193
2024-06-21 07:15:00+02:00,0.22906207921500932
2024-06-21 07:30:00+02:00,0.23199316026088004
2024-06-21 07:45:00+02:00,0.41001427066747326
2024-06-21 08:00:00+02:00,0.3463164556983328
2024-06-21 08:15:00+02:00,0.25934533576638336
2024-06-21 08:30:00+02:00,0.5133029056124956
2024-06-21 08:45:00+02:00,0.2807559595113483
2024-06-21 09:00:00+02:00,0.5033066046048525
2024-06-21 09:15:00+02:00,0.2074556180771515
2024-06-21 09:30:00+02:00,0.3201476323879073
2024-06-21 09:45:00+02:00,0.5929471554624001
2024-06-21 10:00:00+02:00,0.7161821297903262
2024-06-21 10:15:00+02:00,0.6427516409353544
2024-06-21 10:30:00+02:00,0.6128242529845285
2024-06-21 10:45:00+02:00,0.5974389459749984
2024-06-21 11:00:00+02:00,0.3766940819007247
2024-06-21 11:15:00+02:00,0.5451975901608392
2024-06-21 11:30:00+02:00,0.6134951222055874
2024-06-21 11:45:00+02:00,0.944332836058569
2024-06-21 12:00:00+02:00,0.8150903312397667
2024-06-21 12:15:00+02:00,0.3530045091892769
2024-06-21 12:30:00+02:00,0.8312837529332443
2024-06-21 12:45:00+02:00,0.6755052043765268
2024-06-21 13:00:00+02:00,0.6117557490940467
2024-06-21 13:15:00+02:00,0.9105162159892004
2024-06-21 13:30:00+02:00,0.9994498154988734
2024-06-21 13:45:00+02:00,0.9800742422957599
2024-06-21 14:00:00+02:00,0.5694700726037141
2024-06-21 14:15:00+02:00,0.6839920544332153
2024-06-21 14:30:00+02:00,0.8186169897701219
2024-06-21 14:45:00+02:00,0.9477701523957832
2024-06-21 15:00:00+02:00,0.6162442922039624
2024-06-21 15:15:00+02:00,0.6649905348533947
2024-06-21 15:30:00+02:00,0.458846203293992
2024-06-21 15:45:00+02:00,0.4279735136104413
2024-06-21 16:00:00+02:00,0.804073747842009
2024-06-21 16:15:00+02:00,0.8109238202290121
2024-06-21 16:30:00+02:00,0.5865758365612271
2024-06-21 16:45:00+02:00,0.7459668327564201
2024-06-21 17:00:00+02:00,0.6061100717027643
2024-06-21 17:15:00+02:00,0.41820021757169695
2024-06-21 17:30:00+02:00,0.542318717751479
2024-06-21 17:45:00+02:00,0.596790022469285
2024-06-21 18:00:00+02:00,0.4235011818060797
2024-06-21 18:15:00+02:00,0.5154905041737036
2024-06-21 18:30:00+02:00,0.10935698663611416
2024-06-21 18:45:00+02:00,0.41417970331281795
2024-06-21 19:00:00+02:00,0.30774573977234965
2024-06-21 19:15:00+02:00,0.24368428096913342
2024-06-21 19:30:00+02:00,0.2423108108269906
2024-06-21 19:45:00+02:00,0.08256699865045612
2024-06-21 20:00:00+02:00,0.16255913778477735
2024-06-21 20:15:00+02:00,0.16015533733526935
2024-06-21 20:30:00+02:00,0.15174873563427022
2024-06-21 20:45:00+02:00,0.07653914139824533
2024-06-21 21:00:00+02:00,0.05061188205694291
2024-06-21 21:15:00+02:00,0.03894009449538475
2024-06-21 21:30:00+02:00,0.03610297663163591
2024-06-21 21:45:00+02:00,0.01638887028723791
2024-06-21 22:00:00+02:00,0.005104448318707787
2024-06-21 22:15:00+02:00,0.001823204394820758
2024-06-21 22:30:00+02:00,0.00017230686355156885
2024-06-21 22:45:00+02:00,0.0
2024-06-21 23:00:00+02:00,0.0
2024-06-21 23:15:00+02:00,0.0
2024-06-21 23:30:00+02:00,0.0
2024-06-21 23:45:00+02:00,0.0
